#gene,symbol,ABCC8,APOE,CDC123,CDKAL1,COBLL1,GCKR,GIPR,HNF1A,HNF4A,HTT,IGF2BP2,KCNJ11,SLC16A11,SLC30A8,TCF7L2,TGFB1,TLE4,TMCC,WDR13,WFS1,NumberOfSamples
ENSG00000175416,CLTB,1.876,1,1,1.709,1.569,1,2.049,2.016,1.689,1.552,1,0.486,1.498,1,1,1,1,1,1,1,9
ENSG00000175482,POLD4,2.695,1,1,2.375,1,1,1.922,2.3,1.774,2.269,1,1,1.598,1,2.117,1.88,1,1,1,1,9
ENSG00000175756,AURKAIP1,2.008,1,1.542,1.539,1,1,2.584,1.804,1.581,1,1,0.435,1.724,1,1.592,1,1,1,1,1,9
ENSG00000175832,ETV4,1,1,1.564,2.059,1,1,1,0.31,0.413,1,1,1,0.642,1,1.614,1.501,1,1,2.015,1.756,9
ENSG00000176428,VPS37D,1.925,1,1,1,1.597,1,2.839,1.682,1.982,1,1,0.448,1.896,1,1.71,1,1,1,1.524,1,9
ENSG00000176728,TTTY14,2.255,1.926,1,1,0.515,1,0.407,1.873,2.027,1,1,1,2.144,1,1,0.413,1,1.969,1,1,9
ENSG00000176971,FIBIN,0.262,1,0.177,1,0.146,1,0.064,1,1,1,1,1,0.187,1,0.1,0.167,0.075,1,1,8.111,9
ENSG00000177045,SIX5,2.114,1,1.808,1,1,1,2.072,2.162,1.895,1,1,1,1.586,1,1.801,1.94,1,1,2.266,1,9
ENSG00000177465,ACOT4,2.064,1,1,1,0.554,1,1.889,1,1,1.885,1.635,1,1,1,1.993,0.647,1.695,1,1,0.534,9
ENSG00000178568,ERBB4,0.566,1,1,0.522,1,1,0.361,2.138,2.832,1,0.448,0.553,0.477,1,0.488,1,1,1,1,1,9
ENSG00000178764,ZHX2,0.572,0.476,0.59,1,1,1,1,0.543,0.271,0.504,1,1,0.524,1,1,1,1,0.558,1,0.655,9
ENSG00000178896,EXOSC4,2.03,1,1.605,1,1.545,1,2.401,1.919,1.664,1,1,0.452,2.042,1,1,1,1,1,1.523,1,9
ENSG00000179542,SLITRK4,0.485,1,1,1,1,1,0.268,3.336,4.923,0.331,1,2.417,2.618,1,1,1.834,1,1,4.171,1,9
ENSG00000179588,ZFPM1,1.688,0.55,1,1,1.663,0.62,1.803,1.641,0.666,1,1,0.439,1.645,1,1,1,1,1,1,1,9
ENSG00000179750,APOBEC3B,1.831,1,1,3.917,1,1,1,4.652,1,1.94,1,2.106,2.351,1,2.63,2.688,1,1,1,1.822,9
ENSG00000180155,LYNX1,0.019,4.223,1,9.586,0.038,1,2.415,4.347,0.317,1,1,1,1,1,9.72,0.021,1,1,1,1,9
ENSG00000180447,GAS1,1,0.427,1,3.522,1,1,1.688,3.905,2.178,1,1,1,2.578,1,2.364,1,1,2.296,6.72,1,9
ENSG00000181218,H2AW,1.868,1,1,1.57,1,1,2.928,1.82,1.816,1.579,1,0.653,1.501,1,1.727,1,1,1,1,1,9
ENSG00000181444,ZNF467,1.927,1,1.632,1,1.533,1,1.623,1.811,1.966,1,1,0.561,1,1,1,1.531,1,1,1.535,1,9
ENSG00000181649,PHLDA2,3.552,1,5.457,1,6.378,1,1,6.861,5.099,1,1,1,3.99,1,5.134,5.308,1,1,3.338,1,9
ENSG00000182310,SPACA6,1.6,2.054,1.552,1,1,1,1.843,1.579,1.881,1.782,1.694,1,1,1,1,1,1,1,1,1.56,9
ENSG00000182685,BRICD5,1.714,1,1.545,1,1,1,1.904,2.024,1.633,1,1.517,0.547,1.673,1,1.536,1,1,1,1,1,9
ENSG00000182809,CRIP2,2.242,1,2.067,1.869,1.663,1,2.532,2.158,4.408,1,1,0.368,1,1,2.46,1,1,1,1,1,9
ENSG00000183166,CALN1,0.157,0.177,0.245,1,0.184,1,0.235,1,1,0.053,1,1,0.133,1,0.123,1,1,0.052,1,1,9
ENSG00000183196,CHST6,1,1,2.039,1,1,1,1,3.778,5.334,1,1,2.393,2.106,1,2.074,2.009,2.484,1,3.19,1,9
ENSG00000183463,URAD,5.488,1,1,4.485,1,1,8.437,1,1,4.928,1,3.681,6.403,1,20.019,9.916,1,1,3.747,1,9
ENSG00000183734,ASCL2,1,0.427,0.533,1,0.588,1,1.704,1,0.217,1,0.38,0.268,1,1,1.6,1,0.544,1,1,1,9
ENSG00000183760,ACP7,1,0.477,0.214,0.234,0.347,1,1,1,0.254,0.494,1,1,1,1,1,0.489,0.439,0.397,1,1,9
ENSG00000183876,ARSI,1,1,1,3.799,2.771,1,3.319,3.535,3.424,3.278,1,1,5.257,1,1,3.336,1,1,8.635,1,9
ENSG00000184302,SIX6,60.213,1,30.975,1,22.327,1,1,1,85.733,1,1,1,11.67,1,12.684,10.365,1,26.525,80.804,1,9
ENSG00000184897,H1-10,1.826,1,1.496,1,1.822,1,2.408,1.555,2.082,1,1,0.417,2.453,1,1,1,1,1,1.649,1,9
ENSG00000184924,PTRHD1,1.718,1,1,1.685,1,1,2.299,1.758,1.982,1.551,1,0.645,1.629,1,1.85,1,1,1,1,1,9
ENSG00000185236,RAB11B,1.684,1,1.51,1.577,1.699,1,1.67,1.543,1.496,1,1,0.431,1.721,1,1,1,1,1,1,1,9
ENSG00000185495,SEPTIN7P13,0.554,1,0.565,1,0.629,1,0.494,1,1,0.479,0.568,1,0.62,1,1,0.609,0.604,1,1,1,9
ENSG00000185513,L3MBTL1,0.626,2.413,0.56,0.473,1,1,1,1,0.657,1,1,1,0.556,1,0.605,0.551,1,1,1,1.688,9
ENSG00000185551,NR2F2,1,1,1.51,1.816,1,1,1,2.4,2.826,1,1,1.819,1.925,1,1,1.881,1,1.732,2.817,1,9
ENSG00000185565,LSAMP,0.598,1,1,1,1,1,0.55,1.552,2.175,1,0.43,1,0.528,1,0.434,0.668,0.609,1,1,1,9
ENSG00000185736,ADARB2,0.622,0.373,0.38,1,0.53,1,1,1,0.229,0.45,1,0.607,1,1,1,0.586,0.558,1,1,1,9
ENSG00000185838,GNB1L,2.423,1,1.8,1,1.567,1,3.105,2.266,2.21,1,1,1,1.851,1,2.195,1,1,1,2.215,1,9
ENSG00000185864,NPIPB4,0.515,1,0.4,1,1,1,0.391,0.484,0.507,1,1,1,0.484,1,0.523,0.534,1,1,0.622,1,9
ENSG00000185885,IFITM1,1.724,0.427,1,2.308,1,1,1.712,7.116,1,1.942,1,1,2.927,1,1,1.853,1,1,4.458,1,9
ENSG00000186665,C17orf58,1.597,1,1.624,1,1.595,1,1,1,1.609,1,1,1.546,1.724,1,1,1.908,1.505,1,1.52,1,9
ENSG00000187045,TMPRSS6,1.55,0.555,0.619,1,1,0.636,1.503,1,0.267,1,1,0.508,1,1.513,1.659,1,1,1,1,1,9
ENSG00000187726,DNAJB13,0.51,0.424,1,0.25,0.513,1,0.559,1.954,1,0.308,1,1,1,1,1,0.557,1,0.409,1,1,9
ENSG00000188042,ARL4C,1,0.575,1,1,1.814,1.619,0.607,2.699,2.978,1,0.653,1,1.569,1,1,1,1,1,2.033,1,9
ENSG00000188227,ZNF793,1,0.066,1,1,0.049,0.075,1,0.054,1,0.017,1,0.089,1,1,1,0.034,1,1,0.035,0.081,9
ENSG00000188486,H2AX,1.729,1,1,1,1.616,1,2.042,1.997,2.847,1,1,0.338,2.198,1,1,1.554,1,1,1.964,1,9
ENSG00000188687,SLC4A5,0.392,1,0.415,0.307,1,1,0.415,1,0.596,0.361,0.424,1,1,1,0.484,1,1,1,0.512,1,9
ENSG00000188910,GJB3,3.955,1,1,1,1,1,1,3.435,6.841,4.152,3.906,1,4.996,1,8.584,6.676,1,1,3.368,1,9
ENSG00000188916,INSYN2A,0.264,0.332,1,0.017,0.161,1,0.325,2.318,1,1,0.33,0.401,1,1,1,1,1,0.11,1,1,9
ENSG00000189420,ZFP92,2.451,1.995,1,1,1,1,1.926,1,1,1.815,2.232,1,1,1,2.087,1.848,1,1.758,2.128,1,9
ENSG00000196139,AKR1C3,1.608,1.786,1.587,1.598,1,1,1,0.304,0.33,1.804,1,1,1,1,1.675,1,1.647,1,1,1,9
ENSG00000196268,ZNF493,1,0.17,1,0.626,0.152,2.215,1,0.329,1,1,1,1,1,1.706,1,0.642,1,1,1.702,0.133,9
ENSG00000196639,HRH1,0.225,0.493,1,0.343,0.155,1,1,1,0.489,0.252,1,1.891,0.14,1,1,1,1,0.097,1,1,9
ENSG00000197858,GPAA1,2.162,1,1.842,1.724,1.649,1,1.84,1.697,1.95,1,1,0.497,1.684,1,1,1,1,1,1,1,9
ENSG00000197956,S100A6,2.543,1,1,1,1,1,1.672,1.571,1.969,2.094,1.761,1,1.612,1,2.082,1.793,1,1,1,1,9
ENSG00000198093,ZNF649,0.551,0.612,0.41,1,0.556,1,0.639,1,0.529,1,0.604,1.644,0.512,1,1,1,1,1,1,1,9
ENSG00000198354,DCAF12L2,0.645,1,0.652,1,1,1,1,1,0.635,1,0.573,0.576,0.596,1,0.431,0.628,0.57,1,1,1,9
ENSG00000198398,TMEM207,3.447,8.392,1,1,1,1,5.441,1,0.052,4.776,1,7.312,1,1,12.157,8.065,1,1,3.735,1,9
ENSG00000198435,NRARP,1,0.603,1,2.099,1,1.502,1,3.817,3.971,1,1,1.622,1,1,1.887,2.133,1,1,2.201,1,9
ENSG00000198756,COLGALT2,1,1,2.098,1,1.905,1,1,1,1.617,2.024,1,1,1,1,0.409,1,2.683,1.989,1.765,1.762,9
ENSG00000204520,MICA,1.844,1.501,1,1,1,0.398,1.957,1.576,1,1.663,1.546,0.476,1,1,2.202,1,1,1,1,1,9
ENSG00000204767,INSYN2B,0.16,1,1,1,0.304,1,1,0.086,0.136,1,1,0.13,0.173,1,0.059,0.027,1,1,0.203,1,9
ENSG00000204922,UQCC3,2.008,1,1,1.665,1,1,3.048,1.645,1.644,1,1.542,0.469,1.77,1,1,1,1,1,1.536,1,9
ENSG00000205085,FAM71F2,0.442,1,1,1,0.633,1,0.422,1.602,1,1,1,1,0.471,0.52,0.449,0.296,1,1,0.373,1,9
ENSG00000205129,C4orf47,0.407,0.552,0.513,0.392,1,1,1,0.572,0.355,0.43,1,1,0.558,1,1,1,1,0.426,1,1,9
ENSG00000205795,CYS1,0.391,0.309,1,1,1,1,1,0.335,0.35,1,0.426,0.341,0.494,1,1,0.396,1,1,0.526,1,9
ENSG00000206384,COL6A6,1,1,3.779,3.062,1,1,1,6.154,2.779,2.888,1,1,2.458,1,1,1,2.946,1,5.601,18.163,9
ENSG00000207630,MIR7-3,1,2.668,1,1,0.274,0.194,1,1,0.044,1,1,2.413,0.315,1,1,0.187,1,1,0.178,3.247,9
ENSG00000211452,DIO1,1.857,1,1,1,1,1,1,0.269,0.162,1.904,1.554,1,1,1,1.693,1.788,1.679,1.692,1,1,9
ENSG00000213638,ADAT3,2.939,1,2.896,1,3.162,1,3.715,3.659,3.298,1,1,1,4.328,1,1,2.829,1,1,3.225,1,9
ENSG00000214814,FER1L6,1,1,1.793,2.4,1,1,0.299,3.226,1,1,1,1.742,0.425,1,0.486,1,1,0.474,0.553,1,9
ENSG00000215117,LINC00588,1,1,0.422,1,0.364,1,1,1,0.059,1,0.496,1,0.53,2.739,0.045,0.472,0.34,1,1,1,9
ENSG00000215196,BASP1-AS1,0.402,0.533,1,1,0.438,1,1,1,1,0.47,1,1,0.404,1,1,0.521,0.541,0.26,1,0.488,9
ENSG00000215474,SKOR2,0.181,0.374,1,1,1,1,1,1,2.19,1,0.196,0.015,1,1,0.016,0.196,1,0.106,0.337,1,9
ENSG00000219073,CELA3B,1,0.455,0.456,1,1,0.351,1,1,0.14,0.466,1,0.211,1,2.27,1,0.309,0.292,1,1,1,9
ENSG00000223704,LINC01422,0.325,1,0.215,0.25,0.489,1,0.41,1,1,1,0.376,1,0.453,1,0.249,0.429,1,1,1,1,9
ENSG00000224389,C4B,1,0.3,0.472,0.537,0.655,0.41,1,0.165,0.008,1,1,1,1,1,1,0.496,0.476,1,1,1,9
ENSG00000226278,PSPHP1,1,0.638,1,1,1,1.607,1.826,1,0.652,0.402,0.513,1,1,1.707,1,1,0.606,0.667,1,1,9
ENSG00000226476,LINC01748,1,0.248,0.283,1,0.012,1,0.035,0.351,1,0.259,1,1,0.248,1,0.226,1,1,1,0.218,1,9
ENSG00000226887,ERVMER34-1,1,2.774,1,1,1,1,1,2.225,3.428,2.726,1,2.399,2.547,1,10.942,2.923,1,1,3.206,1,9
ENSG00000228340,MIR646HG,0.06,0.122,0.113,1,0.166,1,1,1,0.073,1,1,0.214,0.067,1,0.013,0.022,1,1,1,1,9
ENSG00000228784,LINC00954,1,1.666,0.506,0.495,0.488,1,0.604,1,0.551,1,1,1,0.549,1,0.625,1,1,1,0.666,1,9
ENSG00000230312,SLC25A53P1,1,0.389,1,1,1,0.384,0.281,1,1,1,0.371,0.403,0.347,1,0.125,0.243,1,1,0.261,1,9
ENSG00000231013,SCTR-AS1,1,1,0.656,0.468,0.523,1,1,0.037,0.048,0.632,1,0.493,0.582,1,1,1,1,0.59,1,1,9
ENSG00000232931,LINC00342,0.473,1,0.543,0.293,1,1,0.476,1,1,1,1,1,0.368,1,0.485,0.563,1,0.539,0.559,1,9
ENSG00000233056,ERVH48-1,1,1,1,2.668,1,1,1,1,1.85,1.767,1,3.078,2.805,1,6.475,1.524,1,1,3.322,0.494,9
ENSG00000233429,HOTAIRM1,2.229,2.412,1,1,1,2.206,1,2.041,4.494,2.488,1.982,1,1,1,1,2.024,1,1,1.912,1,9
ENSG00000233967,AL359715.1,0.476,1.871,0.612,1,0.636,1,0.561,1,0.492,1,1,1,0.462,1,0.565,1,1,0.569,1,1,9
ENSG00000234353,AP000346.2,0.375,1,0.341,1,0.37,1,1,1,0.165,1,1,1,0.358,1,0.331,0.312,1,0.272,0.342,1,9
ENSG00000235027,AC068580.3,0.043,1,1,1,0.218,1,0.232,1,1,0.019,0.074,0.074,0.11,1,1,1,0.036,0.031,1,1,9
ENSG00000237187,NR2F1-AS1,2.689,2.477,2.66,1,2.382,1,1,1,3.369,2.405,1,1,2.096,1,1,2.134,1,2.377,1,1,9
ENSG00000237524,TEX51,1,0.14,0.096,1,1,0.24,1,1,0.064,0.168,0.187,1,1,1,0.016,1,0.044,0.134,1,1,9
ENSG00000237803,LINC00211,1,0.546,0.56,0.587,1,1,1,0.44,0.212,0.573,1,1.726,1,1,0.554,1,1,1,1,0.545,9
ENSG00000237945,LINC00649,1,0.51,0.618,1,0.215,1,1,0.559,1,1,1,1,0.581,1.555,1,1,0.631,1,0.473,0.578,9
ENSG00000240038,AMY2B,1,1.649,0.441,0.272,0.555,1,1,0.578,0.516,1,1,1,0.541,1,0.566,1,0.601,1,1,1,9
ENSG00000241360,PDXP,1.847,0.496,1,1,2.586,1,2.129,2.981,1.812,1,1,1,2.546,1,1,2.062,1,1,2.464,1,9
ENSG00000242802,AP5Z1,1.682,1,1.597,1.722,1.561,1,1.652,1.899,1.525,1,1,0.407,1,0.667,1,1,1,1,1,1,9
ENSG00000249201,CTD-3080P12.3,1,1,0.519,0.588,0.564,1,1,0.019,0.001,1,1,0.425,0.385,1,1,0.422,1,1,0.503,1,9
ENSG00000249437,NAIP,0.332,1,1,1,0.506,1,0.515,0.564,0.175,1,1,1,0.362,1,0.559,0.288,1,1,0.418,1,9
ENSG00000250979,AC022905.1,0.65,1,0.667,0.542,0.505,1,0.52,1,1,1,1,1,0.593,1,0.621,0.607,1,1,0.484,1,9
ENSG00000251141,MRPS30-DT,0.516,0.607,0.466,0.4,1,1,1,0.514,0.353,0.472,0.498,1,1,1,1,1,1,0.595,1,1,9
ENSG00000251562,MALAT1,1,2.689,1,0.53,0.425,1,0.434,1,0.481,1,1,1,0.304,1,1,0.452,2.195,1,0.411,1,9
ENSG00000253203,GUSBP3,0.311,0.498,1,1,0.408,1,1,1,0.113,0.241,1,0.37,0.405,1,0.086,0.26,1,1,1,1,9
ENSG00000253276,CCDC71L,1.709,1,1,1,2.109,1,1,1,2.103,1,1,1.736,3.988,1,1.554,2.464,1,2.056,2.046,1,9
ENSG00000253686,LINC01484,0.575,1,0.547,1,0.453,1,1,1,0.465,1,1,1,0.542,1,0.634,0.613,1,0.537,0.641,1,9
ENSG00000254043,AC011632.2,0.308,1,0.327,0.29,1,1,1,0.33,0.015,0.329,1,0.151,1,1,0.063,0.062,1,1,1,1,9
ENSG00000254290,AC124067.4,0.66,0.625,1,1,1,1,0.447,0.024,0.072,0.643,1,1,1,1,0.443,0.483,1,1,0.658,1,9
ENSG00000255423,EBLN2,0.375,1,0.414,0.349,1,1,0.432,0.536,1,1,0.646,1,0.425,1,1,0.407,1,1,0.482,1,9
ENSG00000255931,AP003108.1,0.493,0.4,0.556,0.528,1,1,1,1,0.358,0.509,1,0.423,1,1,1,0.25,1,1,0.479,1,9
ENSG00000256087,ZNF432,1,0.577,1,1,0.472,0.668,0.544,0.428,1,0.32,1,1,1,1,1,0.534,1,1,0.522,0.577,9
ENSG00000256223,ZNF10,0.597,1,0.601,0.436,1,1,0.568,0.57,1,0.552,0.613,1,1,1,0.541,1,1,0.602,1,1,9
ENSG00000256232,LINC02387,3.036,1,3.702,1,1,1,2.818,7.537,3.281,1,1,4.358,1,1,4.233,4.606,1,1,3.501,1,9
ENSG00000256393,RPL41P5,1,1,1,2.11,0.129,0.273,1,1,0.144,1,1,1,0.195,1,2.562,0.094,1,1,0.201,0.479,9
ENSG00000257228,AC090531.1,1.519,2.2,1,0.453,1,1,2.329,0.171,0.267,1,1.873,1,1,1,1,1.981,2.834,1,1,1,9
ENSG00000257354,AC048341.1,0.41,1.512,1,0.483,1,0.648,0.457,1,1.556,1,0.453,1,1,1,0.557,0.568,1,1,1,1,9
ENSG00000259867,AC105411.1,0.245,1,1,1,0.409,1,0.401,1,0.281,1,0.272,0.476,0.422,1,1,0.416,1,1,0.467,1,9
ENSG00000259905,PWRN1,0.658,2.315,0.514,0.542,0.511,1,0.405,1,0.613,1,1,1,0.475,1,1,1,1,1,0.66,1,9
ENSG00000260030,AC076968.1,0.016,1,1,0.027,0.02,1,0.134,1,0.025,1,0.059,0.067,0.106,1,1,0.095,1,1,1,1,9
ENSG00000260160,AC011468.1,1,0.027,1,1,0.022,1,0.017,0.091,1,0.018,1,0.028,1,1,1,0.072,1,1,0.023,0.01,9
ENSG00000260261,AC124944.2,1,1.77,1,0.593,0.52,1,0.635,1,0.635,1,1,1,0.406,1,1,0.608,1,0.654,0.583,1,9
ENSG00000260963,AC026462.3,0.652,0.594,1,1,1,1,1,0.012,0.028,0.537,1,0.584,1,1,0.427,1,1,1,0.554,0.533,9
ENSG00000262410,AC024361.1,0.429,1,1,1,0.454,1,0.398,1,1,0.318,1,1.807,0.474,1,0.419,0.411,1,0.296,1,1,9
ENSG00000265817,FSBP,0.574,0.553,0.593,1,1,1,0.481,0.363,0.491,0.459,1,1.644,1,1,1,1,1,1,1,0.659,9
ENSG00000267470,ZNF571-AS1,1,0.156,1,0.208,0.045,0.054,1,0.117,1,1,1,0.155,1,1,1,0.04,1,1,0.025,0.075,9
ENSG00000267795,SMIM22,2.772,1,1,1.893,1.503,1,2.604,1.572,1,2.456,1,1,2.064,1,3.212,1,1,1,1.495,1,9
ENSG00000268555,AC123912.4,1,1,1,2.878,1,2.258,1,4.519,2.136,3.268,1,1,2.06,1,2.979,3.37,1,1,2.439,1,9
ENSG00000268903,AL627309.6,2.264,1,1,1,1.766,1,1.684,2.412,1.844,1,1,1,1.679,1,2.055,1.958,1,1,1.985,1,9
ENSG00000268947,AC002128.1,0.45,1,0.293,1,0.427,1,1,0.481,0.481,1,1,1,0.381,1,0.389,0.525,1,1,0.396,1,9
ENSG00000269688,AC008982.2,0.317,1.923,1,1,1,1,0.415,1,0.521,0.419,1,1.714,0.489,1,1,0.315,1,1,0.499,1,9
ENSG00000272221,AL645933.2,1.592,1,1,1,1.724,0.244,1,3.981,2.233,1,1,0.386,1,1,2.339,0.406,2.339,1,1,1,9
ENSG00000272374,Z97832.2,0.503,1,0.378,0.31,0.378,1,0.483,1,0.28,1,1,1,0.387,1,1,0.443,1,0.438,1,1,9
ENSG00000272667,AC012306.2,2.229,1,2.719,1,2.629,1,2.062,2.431,3.01,1,1,1,3.449,1,2.161,1,1,1,2.385,1,9
ENSG00000273066,AL355987.4,0.631,1,0.411,0.451,0.462,1,1,0.576,0.507,1,1,1,0.545,1,1,1,0.554,0.553,1,1,9
ENSG00000274080,AC005089.1,0.577,1,0.469,1,0.518,1,0.556,1,0.231,1,1,1.967,0.424,1,1,0.558,1,1,0.557,1,9
ENSG00000274248,AJ011932.1,6.398,1,4.084,1,3.514,1,4.651,2.922,4.744,3.357,1,1,5.328,1,1,2.821,1,1,1,1,9
ENSG00000275620,FLJ16779,1.82,1.614,1.553,1.666,1,1,1,1,1.669,1.922,1.855,1,1.652,1,1,1,1.615,1,1,1,9
ENSG00000275993,SIK1B,0.343,1,1,1,1,0.528,0.313,1.598,1,0.281,0.294,1,1,0.482,1.576,1,1,1,1,0.358,9
ENSG00000276043,UHRF1,1,0.521,3.119,4.08,1.659,1,1,9.586,8.825,1,1,1,2.205,1,1,1,1,2.368,3.707,1,9
ENSG00000278195,SSTR3,1,1,0.582,0.644,0.492,0.649,1,0.295,0.112,1,1,0.506,1,1,0.584,1,0.524,1,1,1,9
ENSG00000278864,AC055811.4,1,1.515,1,0.511,0.456,1,0.611,1,0.51,1,1,1,0.537,1,0.554,0.52,1,1,0.657,1,9
ENSG00000278897,AC020951.1,1,1,0.264,1,0.227,1,1,1,0.439,1,1,3.234,0.24,1,0.344,0.456,1,0.311,0.476,1,9
ENSG00000279457,WASH9P,1.76,1.83,1,1.791,1,1,1.946,1.683,1.718,1,1.613,1,1.514,1,1.803,1,1,1,1,1,9
ENSG00000280623,PCAT14,0.407,1,1,0.587,0.578,1,0.456,0.469,0.581,1,1,1.895,0.489,1,0.297,1,1,1,1,1,9
ENSG00000281880,PAUPAR,0.603,0.554,0.586,0.528,1,1,1,0.527,0.665,1,1,1,1,1,0.586,0.419,1,1,0.429,1,9
ENSG00000283443,AC018688.1,0.005,1,1,1,0.085,0.074,1,1,1,1,0.01,0.006,0.075,1,1,1,0.007,0.099,1,0.234,9
ENSG00000284471,CR769775.2,0.059,1,0.017,1,0.07,1,0.075,1,1,0.032,1,1,0.047,1,1,0.044,1,0.051,1,0.106,9
ENSG00000284779,AC132217.2,0.093,1,1,0.018,0.211,1,0.24,1,1,0.03,0.17,1,0.138,1,1,0.063,1,0.048,1,1,9
ENSG00000286151,AL732406.1,0.082,0.255,0.081,1,1,1,1,0.126,0.233,0.086,1,3.812,1,1,1,1,1,0.087,1,0.15,9
ENSG00000286977,Z83745.1,0.6,1.628,0.323,0.326,0.438,1,0.482,1,0.621,1,1,1,0.393,1,1,0.558,1,1,1,1,9
ENSG00000287168,AL512625.3,1.668,1,1.844,1.641,1.523,1,1,1.751,2.014,1.78,1,0.454,1,1,1,1,1.595,1,1,1,9
ENSG00000287673,AC051635.1,0.197,0.21,1,1,1,1,0.36,1,1,1,0.042,0.141,0.21,1,0.082,0.023,1,1,0.262,1,9
ENSG00000287784,AC112482.2,0.366,0.304,0.35,1,1,1,1,0.292,0.095,0.275,1,1,1,1.889,1,1,0.429,1,1,0.484,9
ENSG00000002726,AOC1,3.519,0.427,1,1,1,1,1,5.767,1,1,2.79,2.126,3.088,1,1,5.467,1,1,2.19,1,8
ENSG00000006555,TTC22,1.972,1.565,1,1,1,1,1.625,0.584,0.384,1.801,1.577,1,1,1,1.688,1,1,1,1,1,8
ENSG00000018625,ATP1A2,1,1,1,1,1,1,1,6.768,10.958,3.576,1,3.375,6.929,1,1,5.087,1,8.448,20.079,1,8
ENSG00000023171,GRAMD1B,0.621,1,1,1,0.586,1,0.611,0.643,0.633,1,1,1,0.623,1,0.538,1,1,0.603,1,1,8
ENSG00000023191,RNH1,1.802,1,1.517,1.527,1,1,1.914,1.553,1.512,1,1,0.471,1.621,1,1,1,1,1,1,1,8
ENSG00000039537,C6,1,2.737,1,2.445,1,1,1,1,0.201,2.599,1,3.366,1,1,14.303,4.683,1,1,1,3.119,8
ENSG00000046889,PREX2,0.374,0.657,1,1,1,1,0.64,1,1,0.417,1,2.471,1,1,0.408,1,0.429,1,2.691,1,8
ENSG00000050820,BCAR1,1.698,1,1.682,1,1.756,1,1.796,1.551,1.505,1,1,0.395,1.784,1,1,1,1,1,1,1,8
ENSG00000057657,PRDM1,1,1,1,2.41,1,1,1,2.305,2.103,2.153,1,3.545,3.486,1,4.701,3.308,1,1,1,1,8
ENSG00000058091,CDK14,0.608,0.543,0.588,1,1,1,1,0.552,0.389,0.478,1,1,0.541,1,0.406,1,1,1,1,1,8
ENSG00000060982,BCAT1,0.547,1,1,1,1,2.037,1,1,2.517,0.502,1,5.582,1.661,1,1,2.193,1,1,5.049,1,8
ENSG00000062282,DGAT2,2.084,1,1,1,1,1,1.691,0.146,0.116,1.65,1.558,1,1,1,1.869,1.497,1,1,1,1,8
ENSG00000064300,NGFR,3.698,1,1,1,5.383,1,1,1,64.296,1,1,4.422,60.945,1,1,17.155,1,38.571,67.415,1,8
ENSG00000064393,HIPK2,0.582,0.583,1,1,1,1,0.613,1,0.397,0.619,1,1,0.501,1,0.554,0.665,1,1,1,1,8
ENSG00000065054,SLC9A3R2,2.39,1,2.097,1,1,1,2.726,2.669,3.298,1,1,1,1.791,1,1.644,1.694,1,1,1,1,8
ENSG00000065057,NTHL1,1.813,1,1.667,1.529,1,1,2.54,2.254,1.941,1,1,1,1,1,1.532,1,1,1,1.603,1,8
ENSG00000069667,RORA,0.666,1,1,1,1,1.817,0.652,0.596,1,1,1,2.622,1,1.54,1,1.855,1,1,1.603,1,8
ENSG00000071539,TRIP13,1,1,2.034,2.01,1,1,1,2.778,4.265,2.424,1,1,1,1,2.273,1.584,1,1,2.299,1,8
ENSG00000071655,MBD3,1.983,1,1.661,1.677,1,1,2.469,1.952,1.963,1,1,0.507,1.676,1,1,1,1,1,1,1,8
ENSG00000072571,HMMR,1,1,1,2.273,1,1.834,1,1,4.59,1,1,1.687,1.664,1,2.066,2.178,1,1,3.149,1,8
ENSG00000073849,ST6GAL1,1,0.608,0.584,1,0.447,1,1,0.302,0.319,0.505,1,1,0.579,1,1,1,1,0.571,1,1,8
ENSG00000074416,MGLL,1,1,0.578,1,0.473,1,1.655,1,0.378,1,1,1,1,1,2.376,1.763,0.514,0.495,1,1,8
ENSG00000075429,CACNG5,0.663,1,0.664,1,1,1,1,1,0.328,1,1,0.661,0.641,1,0.176,0.42,1,1,0.638,1,8
ENSG00000077942,FBLN1,1,1,1.698,2.879,1,1,1,5.128,2.447,1,1,1,2.466,1,3.169,1.505,1,1,2.868,1,8
ENSG00000078081,LAMP3,1,1,1,1,1,1,1,8.333,13.725,1,1,1,7.599,1,6.482,5.93,1,8.119,12.397,9.09,8
ENSG00000079931,MOXD1,1,1,1,1.827,1,1.766,0.566,4.208,3.335,1,0.526,1,1.845,1,1,1,1,1,1,1.906,8
ENSG00000081181,ARG2,1.628,1,1.556,1.577,1.527,1,1,1,1,1,1,1,1,1,2.749,1.655,1.665,1.525,1,1,8
ENSG00000083307,GRHL2,1,1,1.662,1.636,1,1,1,3.422,5.292,1,1,1.884,1,1,1.608,1.565,1,1,1.976,1,8
ENSG00000084110,HAL,1,1,1,1,1,1,1,0.155,0.132,1,2.127,1.63,1.692,1,1,1.674,1.757,1.512,1,1,8
ENSG00000084444,FAM234B,0.632,0.578,1,0.645,0.662,1,1,1,1,0.492,1,1,0.629,1,0.5,0.656,1,1,1,1,8
ENSG00000084674,APOB,1,1.866,1,1,1,1,1,0.163,0.002,1,1,4.143,1,1,2.349,2.989,1,0.61,1,0.488,8
